# ANI ranges report for assembly: GCA_001709315.1
# Submitted organism: Pantoea agglomerans (taxid = 549, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; Pantoea agglomerans group)
# Submitted Organism Has Type Assembly: Yes
# Best match: Pantoea agglomerans (taxid = 549, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; Pantoea agglomerans group)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	CP016891.1	CIRCULAR|PLASMID	61472	62861	216117	MLFE01000034.1	42442	43828	GCA_002095545.1	Pantoea allii	91.7444	96	0.64317
S	CP016891.1	CIRCULAR|PLASMID	62874	65250	216117	MLFE01000034.1	36671	39048	GCA_002095545.1	Pantoea allii	91.4501	96	1.09987
S	CP016891.1	CIRCULAR|PLASMID	65251	65424	216117	RHDS01000014.1	50295	50468	GCA_003710245.1	[Curtobacterium] plantarum	82.1839	96	0.0805119
S	CP016891.1	CIRCULAR|PLASMID	65425	69837	216117	MLFE01000034.1	31962	36359	GCA_002095545.1	Pantoea allii	94.0471	96	2.04195
S	CP016891.1	CIRCULAR|PLASMID	69838	70041	216117	RHDS01000014.1	45702	45905	GCA_003710245.1	[Curtobacterium] plantarum	91.2195	96	0.0943933
S	CP016891.1	CIRCULAR|PLASMID	70984	83347	216117	MLFE01000007.1	156936	169294	GCA_002095545.1	Pantoea allii	94.197	96	5.72098
-	CP016891.1	CIRCULAR|PLASMID	83566	84795	216117	CP077366.1	16011	17240	GCA_019048385.1	Pantoea agglomerans	99.9187	96	0.569136
S	CP016891.1	CIRCULAR|PLASMID	93990	95227	216117	MIEI01000137.1	1345	2588	GCA_002095305.1	Pantoea brenneri	88.1085	96	0.572838
-	CP016891.1	CIRCULAR|PLASMID	96504	98204	216117	CP077367.1	107925	109628	GCA_019048385.1	Pantoea agglomerans	93.9554	96	0.787074
S	CP016891.1	CIRCULAR|PLASMID	106174	107175	216117	VHIZ01000051.1	33313	34314	GCA_006494375.1	Pantoea anthophila	85.259	96	0.463638
S	CP016891.1	CIRCULAR|PLASMID	107264	107660	216117	CP082297.1	35368	35765	GCA_019880205.1	Pantoea alfalfae	90.9548	96	0.183697
S	CP016891.1	CIRCULAR|PLASMID	107808	108650	216117	VHJB01000061.1	41770	42612	GCA_006494355.1	Pantoea eucalypti	87.4259	96	0.390066
S	CP016891.1	CIRCULAR|PLASMID	108651	108826	216117	CP082297.1	34202	34377	GCA_019880205.1	Pantoea alfalfae	97.7273	96	0.0814374
S	CP016891.1	CIRCULAR|PLASMID	109169	109505	216117	CP082297.1	29245	29581	GCA_019880205.1	Pantoea alfalfae	93.4718	96	0.155934
S	CP016891.1	CIRCULAR|PLASMID	109512	109616	216117	CP071407.1	259606	259712	GCA_022647325.1	Pantoea deleyi	92.5234	96	0.0485848
S	CP016891.1	CIRCULAR|PLASMID	120801	121511	216117	MIEI01000086.1	15698	16420	GCA_002095305.1	Pantoea brenneri	87.1369	96	0.328988
S	CP016891.1	CIRCULAR|PLASMID	122514	122636	216117	MLFE01000012.1	8731	8853	GCA_002095545.1	Pantoea allii	96.748	96	0.0569136
S	CP016891.1	CIRCULAR|PLASMID	122637	122893	216117	MIEI01000183.1	701	957	GCA_002095305.1	Pantoea brenneri	87.5486	96	0.118917
S	CP016891.1	CIRCULAR|PLASMID	124518	124641	216117	MLFE01000001.1	101308	101431	GCA_002095545.1	Pantoea allii	95.9677	96	0.0573763
S	CP016891.1	CIRCULAR|PLASMID	124642	125751	216117	SBFD01000024.1	1	1125	GCA_014156615.1	Pantoea pleuroti	97.6991	96	0.513611
S	CP016891.1	CIRCULAR|PLASMID	128156	129400	216117	JBPFDF010000004.1	154596	155840	GCA_051025615.1	Pantoea phosphatilytica	83.3868	96	0.576077
S	CP016891.1	CIRCULAR|PLASMID	129607	130028	216117	MLFE01000012.1	116677	117101	GCA_002095545.1	Pantoea allii	86.1502	96	0.195265
S	CP016891.1	CIRCULAR|PLASMID	130863	137178	216117	MLFE01000012.1	109785	116080	GCA_002095545.1	Pantoea allii	90.3807	96	2.92249
S	CP016891.1	CIRCULAR|PLASMID	139083	139670	216117	MLFE01000012.1	108000	108587	GCA_002095545.1	Pantoea allii	87.6061	96	0.272075
S	CP016891.1	CIRCULAR|PLASMID	141038	141375	216117	MIEI01000136.1	2582	2921	GCA_002095305.1	Pantoea brenneri	88.8235	96	0.156397
S	CP016891.1	CIRCULAR|PLASMID	143602	144903	216117	MLFE01000012.1	124571	125869	GCA_002095545.1	Pantoea allii	90.4434	96	0.602451
T	CP016891.1	CIRCULAR|PLASMID	146258	146967	216117	JACFXY010000015.1	93449	94158	GCA_014946725.1	Mixta mediterraneensis	84.1069	96	0.328526
S	CP016891.1	CIRCULAR|PLASMID	148578	149835	216117	CP173699.1	426027	427287	GCA_046118715.1	Pantoea phytostimulans	88.1517	96	0.582092
S	CP016891.1	CIRCULAR|PLASMID	155105	155439	216117	JBPFDE010000036.1	1207	1540	GCA_051025595.1	Pantoea phyllosphaerae	88.6567	96	0.155009
S	CP016891.1	CIRCULAR|PLASMID	155440	156592	216117	CP173699.1	421964	423122	GCA_046118715.1	Pantoea phytostimulans	94.1329	96	0.533507
T	CP016891.1	CIRCULAR|PLASMID	156593	157498	216117	JACFXY010000015.1	90621	91527	GCA_014946725.1	Mixta mediterraneensis	91.6207	96	0.419217
S	CP016891.1	CIRCULAR|PLASMID	162352	163223	216117	MIEI01000066.1	7361	8228	GCA_002095305.1	Pantoea brenneri	81.25	96	0.403485
S	CP016891.1	CIRCULAR|PLASMID	164645	165212	216117	RHDS01000014.1	19596	20206	GCA_003710245.1	[Curtobacterium] plantarum	82.0261	96	0.262821
S	CP016891.1	CIRCULAR|PLASMID	165213	167473	216117	MIEI01000066.1	3315	5579	GCA_002095305.1	Pantoea brenneri	86.7338	96	1.04619
S	CP016891.1	CIRCULAR|PLASMID	179123	182123	216117	JBLWSJ010000013.1	36868	39867	GCA_048452665.1	Pantoea graminicola	85.8045	96	1.3886
S	CP016891.1	CIRCULAR|PLASMID	182124	184629	216117	MIEI01000072.1	1	2503	GCA_002095305.1	Pantoea brenneri	87.9331	96	1.15956
S	CP016891.1	CIRCULAR|PLASMID	184630	184882	216117	JBLWSJ010000013.1	34109	34361	GCA_048452665.1	Pantoea graminicola	67.3077	96	0.117066
S	CP016891.1	CIRCULAR|PLASMID	184883	190212	216117	MIEI01000072.1	2677	7993	GCA_002095305.1	Pantoea brenneri	89.3238	96	2.46626
S	CP016891.1	CIRCULAR|PLASMID	190213	190407	216117	VXKA01000021.1	41043	41234	GCA_008692915.1	Pantoea dispersa	88.7179	96	0.0902289
S	CP016891.1	CIRCULAR|PLASMID	191088	195375	216117	MIEI01000072.1	8709	12997	GCA_002095305.1	Pantoea brenneri	92.9886	96	1.98411
S	CP016891.1	CIRCULAR|PLASMID	195376	195508	216117	JBLWSJ010000013.1	23702	23834	GCA_048452665.1	Pantoea graminicola	89.4737	96	0.0615407
S	CP016891.1	CIRCULAR|PLASMID	196075	197212	216117	JBLWSJ010000013.1	22539	23676	GCA_048452665.1	Pantoea graminicola	88.1475	96	0.526567
S	CP016891.1	CIRCULAR|PLASMID	197213	197446	216117	VXKA01000021.1	57676	57930	GCA_008692915.1	Pantoea dispersa	69.8842	96	0.108275
S	CP016891.1	CIRCULAR|PLASMID	197447	197562	216117	JBLWSJ010000013.1	22174	22289	GCA_048452665.1	Pantoea graminicola	78.4483	96	0.0536746
S	CP016891.1	CIRCULAR|PLASMID	197563	202412	216117	MIEI01000072.1	14266	19131	GCA_002095305.1	Pantoea brenneri	85.6469	96	2.24415
S	CP016891.1	CIRCULAR|PLASMID	204213	208671	216117	MIEI01000072.1	19834	24289	GCA_002095305.1	Pantoea brenneri	91.3836	96	2.06323
S	CP016891.1	CIRCULAR|PLASMID	208672	209033	216117	MIEI01000144.1	48	409	GCA_002095305.1	Pantoea brenneri	91.3836	96	0.167502
S	CP016891.1	CIRCULAR|PLASMID	209115	209789	216117	MIEI01000144.1	716	1390	GCA_002095305.1	Pantoea brenneri	91.4074	96	0.312331
S	CP016891.1	CIRCULAR|PLASMID	210201	212819	216117	MIEI01000144.1	1391	4009	GCA_002095305.1	Pantoea brenneri	92.0239	96	1.21184
S	CP016891.1	CIRCULAR|PLASMID	212820	215044	216117	MIEI01000138.1	3080	5302	GCA_002095305.1	Pantoea brenneri	92.0239	96	1.02953
S	CP016891.1	CIRCULAR|PLASMID	215351	216117	216117	MIEI01000138.1	2004	2771	GCA_002095305.1	Pantoea brenneri	89.2068	96	0.3549
-	CP016892.1	CIRCULAR|PLASMID	1	1580	173592	BCZA01000010.1	4712	6296	GCA_001598475.1	Pantoea agglomerans	96.5322	96	0.91018
S	CP016892.1	CIRCULAR|PLASMID	1581	19583	173592	SBFD01000016.1	21048	39053	GCA_014156615.1	Pantoea pleuroti	98.7282	96	10.3709
S	CP016892.1	CIRCULAR|PLASMID	19585	36403	173592	SBFD01000012.1	114169	130988	GCA_014156615.1	Pantoea pleuroti	99.2272	96	9.68881
-	CP016892.1	CIRCULAR|PLASMID	36404	43390	173592	BCZA01000010.1	37154	44125	GCA_001598475.1	Pantoea agglomerans	97.939	96	4.02496
S	CP016892.1	CIRCULAR|PLASMID	43391	43914	173592	SBFD01000012.1	106673	107196	GCA_014156615.1	Pantoea pleuroti	98.0916	96	0.301857
-	CP016892.1	CIRCULAR|PLASMID	43915	44062	173592	UGSO01000003.1	180624	180771	GCA_900454405.1	Pantoea agglomerans	97.2973	96	0.0852574
S	CP016892.1	CIRCULAR|PLASMID	44063	81995	173592	SBFD01000012.1	68606	106524	GCA_014156615.1	Pantoea pleuroti	99.1539	96	21.8518
-	CP016892.1	CIRCULAR|PLASMID	81996	95940	173592	BCZA01000010.1	80738	94681	GCA_001598475.1	Pantoea agglomerans	96.0561	96	8.0332
S	CP016892.1	CIRCULAR|PLASMID	95942	96328	173592	CP038855.1	23501	23882	GCA_004792415.1	Pantoea vagans	84.1026	96	0.222937
S	CP016892.1	CIRCULAR|PLASMID	96329	96824	173592	CP082294.1	131539	132034	GCA_019880205.1	Pantoea alfalfae	88.7097	96	0.285727
-	CP016892.1	CIRCULAR|PLASMID	96832	96931	173592	BCZA01000001.1	190759	190858	GCA_001598475.1	Pantoea agglomerans	96.7442	96	0.0576063
-	CP016892.1	CIRCULAR|PLASMID	96932	97046	173592	BCZA01000006.1	489349	489463	GCA_001598475.1	Pantoea agglomerans	96.7442	96	0.0662473
-	CP016892.1	CIRCULAR|PLASMID	97282	100055	173592	BCZA01000010.1	97197	99972	GCA_001598475.1	Pantoea agglomerans	96.6859	96	1.598
S	CP016892.1	CIRCULAR|PLASMID	100056	101278	173592	SBFD01000012.1	48141	49363	GCA_014156615.1	Pantoea pleuroti	98.3647	96	0.704526
-	CP016892.1	CIRCULAR|PLASMID	101279	117424	173592	BCZA01000010.1	100725	116874	GCA_001598475.1	Pantoea agglomerans	96.2362	96	9.30112
S	CP016892.1	CIRCULAR|PLASMID	117425	149406	173592	SBFD01000012.1	1	31990	GCA_014156615.1	Pantoea pleuroti	99.5999	96	18.4237
S	CP016892.1	CIRCULAR|PLASMID	149407	149507	173592	CP082294.1	83258	83358	GCA_019880205.1	Pantoea alfalfae	83.1683	96	0.0581824
S	CP016892.1	CIRCULAR|PLASMID	149508	152399	173592	SBFD01000016.1	1	2860	GCA_014156615.1	Pantoea pleuroti	98.3057	96	1.66598
-	CP016892.1	CIRCULAR|PLASMID	152400	165499	173592	BCZA01000018.1	5216	18303	GCA_001598475.1	Pantoea agglomerans	96.0403	96	7.54643
S	CP016892.1	CIRCULAR|PLASMID	165500	168267	173592	SBFD01000016.1	15953	18731	GCA_014156615.1	Pantoea pleuroti	98.4173	96	1.59454
-	CP016892.1	CIRCULAR|PLASMID	168883	173592	173592	BCZA01000010.1	2	4711	GCA_001598475.1	Pantoea agglomerans	97.6433	96	2.71326
