# ANI ranges report for assembly: GCA_000739375.1
# Submitted organism: Comamonas testosteroni TK102 (taxid = 1392005, rank = no rank, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas)
# Submitted Organism Has Type Assembly: Yes
# Best match: Comamonas brasiliensis (taxid = 1812482, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas)
# Status: MISASSIGNED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	CP006704.1	CIRCULAR	3476318	3481451	6062703	UFXL01000001.1	3397768	3402908	GCA_900461225.1	Comamonas testosteroni	94.0148	96	0.0846817
S	CP006704.1	CIRCULAR	3481452	3481583	6062703	JAANES010000001.1	1742912	1743043	GCA_018292285.1	Comamonas brasiliensis	90.9091	96	0.00217725
S	CP006704.1	CIRCULAR	3481662	3487524	6062703	JAANES010000001.1	1743044	1748930	GCA_018292285.1	Comamonas brasiliensis	91.8125	96	0.096706
T	CP006704.1	CIRCULAR	3487525	3487862	6062703	CP160388.1	955216	955553	GCA_040732315.1	Alicycliphilus soli	100	96	0.00557507
S	CP006704.1	CIRCULAR	3487863	3520014	6062703	AUCQ01000012.1	78906	111135	GCA_000429845.1	Comamonas composti	96.6992	96	0.530325
T	CP006704.1	CIRCULAR	3520015	3520514	6062703	JQKD01000105.1	1349	1848	GCA_000745855.1	Xenophilus azovorans	94.8	96	0.00824715
T	CP006704.1	CIRCULAR	3520515	3521209	6062703	CP141274.1	4358321	4358990	GCA_040267515.1	Delftia lacustris	83.3572	96	0.0114635
T	CP006704.1	CIRCULAR	3521210	3521318	6062703	BCTO01000021.1	124891	124999	GCA_001571325.1	Delftia tsuruhatensis	94.4954	98.5	0.00179788
T	CP006704.1	CIRCULAR	3521319	3522129	6062703	CP141274.1	4359100	4359913	GCA_040267515.1	Delftia lacustris	83.455	96	0.0133769
T	CP006704.1	CIRCULAR	3522130	3525931	6062703	JQKD01000109.1	1	3799	GCA_000745855.1	Xenophilus azovorans	96.852	96	0.0627113
T	CP006704.1	CIRCULAR	3525932	3526063	6062703	CP160388.1	2169350	2169481	GCA_040732315.1	Alicycliphilus soli	97.7273	96	0.00217725
T	CP006704.1	CIRCULAR	3526064	3526518	6062703	JQKD01000109.1	3932	4386	GCA_000745855.1	Xenophilus azovorans	99.4557	96	0.0075049
T	CP006704.1	CIRCULAR	3526519	3530096	6062703	JQKD01000056.1	26753	30339	GCA_000745855.1	Xenophilus azovorans	99.4557	96	0.0590166
T	CP006704.1	CIRCULAR	3530097	3530207	6062703	CP141273.1	255140	255250	GCA_040267515.1	Delftia lacustris	99.0991	96	0.00183087
T	CP006704.1	CIRCULAR	3530208	3536218	6062703	JQKD01000056.1	20631	26641	GCA_000745855.1	Xenophilus azovorans	99.9834	96	0.0991472
S	CP006704.1	CIRCULAR	3536219	3547232	6062703	JAANES010000001.1	1748938	1759946	GCA_018292285.1	Comamonas brasiliensis	89.7808	96	0.181668
S	CP006704.1	CIRCULAR	3556636	3561627	6062703	JAANES010000001.1	1769887	1774851	GCA_018292285.1	Comamonas brasiliensis	82.4621	96	0.0823395
-	CP006704.1	CIRCULAR	3561628	3563836	6062703	UFXL01000001.1	3403126	3405320	GCA_900461225.1	Comamonas testosteroni	87.0953	96	0.0364359
S	CP006704.1	CIRCULAR	3563837	3563990	6062703	JAANES010000001.1	1777057	1777211	GCA_018292285.1	Comamonas brasiliensis	81.2903	96	0.00254012
-	CP006704.1	CIRCULAR	3563991	3564572	6062703	UFXL01000001.1	3405473	3406062	GCA_900461225.1	Comamonas testosteroni	89.3581	96	0.00959968
S	CP006704.1	CIRCULAR	3564573	3564808	6062703	JAANES010000001.1	1777792	1778040	GCA_018292285.1	Comamonas brasiliensis	84.739	96	0.00389265
-	CP006704.1	CIRCULAR	3564809	3571412	6062703	UFXL01000001.1	3406344	3412954	GCA_900461225.1	Comamonas testosteroni	90.2615	96	0.108928
-	CP006704.1	CIRCULAR	3571497	3575467	6062703	UFXL01000001.1	3412959	3416928	GCA_900461225.1	Comamonas testosteroni	92.2323	96	0.0654988
-	CP006704.1	CIRCULAR	3575514	3581674	6062703	UFXL01000001.1	3417529	3423702	GCA_900461225.1	Comamonas testosteroni	92.4059	96	0.101621
-	CP006704.1	CIRCULAR	3581680	3582064	6062703	UFXL01000001.1	3423821	3424208	GCA_900461225.1	Comamonas testosteroni	91.2596	96	0.0063503
S	CP006704.1	CIRCULAR	3582065	3582208	6062703	CBCSIW010000001.1	119767	119910	GCA_965139575.1	Comamonas aquatilis	81.9444	96	0.00237518
-	CP006704.1	CIRCULAR	3582209	3582502	6062703	UFXL01000001.1	3424209	3424502	GCA_900461225.1	Comamonas testosteroni	96.2585	96	0.00484932
S	CP006704.1	CIRCULAR	3582503	3590443	6062703	JAANES010000001.1	1795643	1803594	GCA_018292285.1	Comamonas brasiliensis	96.2307	96	0.130981
-	CP006704.1	CIRCULAR	3590772	3602944	6062703	UFXL01000001.1	3433103	3445312	GCA_900461225.1	Comamonas testosteroni	93.5154	96	0.200785
S	CP006704.1	CIRCULAR	3602945	3603503	6062703	JAANES010000001.1	1815814	1816372	GCA_018292285.1	Comamonas brasiliensis	90.8766	96	0.00922031
S	CP006704.1	CIRCULAR	3605746	3607778	6062703	JAANES010000001.1	1819312	1821344	GCA_018292285.1	Comamonas brasiliensis	89.5721	96	0.0335329
T	CP006704.1	CIRCULAR	3611096	3611705	6062703	JAODYH010000006.1	25392	26001	GCA_025421555.1	Acidovorax bellezanensis	88.5246	96	0.0100615
S	CP006704.1	CIRCULAR	3613769	3616598	6062703	JAANES010000006.1	172231	175065	GCA_018292285.1	Comamonas brasiliensis	90.6239	96	0.0466788
-	CP006704.1	CIRCULAR	3617293	3617774	6062703	UFXL01000001.1	3445678	3446164	GCA_900461225.1	Comamonas testosteroni	89.5492	96	0.00795025
S	CP006704.1	CIRCULAR	3617775	3625634	6062703	JAANES010000006.1	37947	45814	GCA_018292285.1	Comamonas brasiliensis	95.5798	96	0.129645
S	CP006704.1	CIRCULAR	3625740	3626786	6062703	JAANES010000006.1	45815	46866	GCA_018292285.1	Comamonas brasiliensis	91.9431	96	0.0172695
-	CP006704.1	CIRCULAR	3626787	3631882	6062703	UFXL01000001.1	3452928	3458026	GCA_900461225.1	Comamonas testosteroni	89.484	96	0.0840549
S	CP006704.1	CIRCULAR	3631883	3641409	6062703	JAANES010000006.1	51966	61430	GCA_018292285.1	Comamonas brasiliensis	94.1009	96	0.157141
S	CP006704.1	CIRCULAR	3641410	3644494	6062703	JAANES010000006.1	65993	69076	GCA_018292285.1	Comamonas brasiliensis	94.1009	96	0.0508849
-	CP006704.1	CIRCULAR	3644495	3648926	6062703	UFXL01000001.1	3832299	3836728	GCA_900461225.1	Comamonas testosteroni	91.4937	96	0.0731027
S	CP006704.1	CIRCULAR	3648927	3650126	6062703	JAANES010000006.1	73506	74696	GCA_018292285.1	Comamonas brasiliensis	93.0833	96	0.0197932
-	CP006704.1	CIRCULAR	3650127	3654465	6062703	UFXL01000001.1	3458104	3462421	GCA_900461225.1	Comamonas testosteroni	89.5402	96	0.0715687
-	CP006704.1	CIRCULAR	3654545	3660449	6062703	UFXL01000001.1	3463955	3469882	GCA_900461225.1	Comamonas testosteroni	92.2844	96	0.0973988
S	CP006704.1	CIRCULAR	3660450	3663020	6062703	JAANES010000006.1	85004	87583	GCA_018292285.1	Comamonas brasiliensis	94.4294	96	0.0424068
-	CP006704.1	CIRCULAR	3663021	3664086	6062703	UFXL01000001.1	3472585	3473650	GCA_900461225.1	Comamonas testosteroni	88.8472	96	0.0175829
-	CP006704.1	CIRCULAR	3664147	3664843	6062703	UFXL01000001.1	3473680	3474377	GCA_900461225.1	Comamonas testosteroni	90.701	96	0.0114965
S	CP006704.1	CIRCULAR	3664844	3669924	6062703	JAANES010000006.1	89407	94474	GCA_018292285.1	Comamonas brasiliensis	93.9906	96	0.0838075
-	CP006704.1	CIRCULAR	3669925	3670793	6062703	UFXL01000001.1	3478274	3479142	GCA_900461225.1	Comamonas testosteroni	87.6147	96	0.0143335
S	CP006704.1	CIRCULAR	3671077	3672021	6062703	JAANES010000006.1	97382	98326	GCA_018292285.1	Comamonas brasiliensis	97.8836	96	0.0155871
S	CP006704.1	CIRCULAR	3672357	3693508	6062703	JAANES010000006.1	98342	119527	GCA_018292285.1	Comamonas brasiliensis	96.1111	96	0.348887
S	CP006704.1	CIRCULAR	3693598	3714267	6062703	JAANES010000006.1	119528	140186	GCA_018292285.1	Comamonas brasiliensis	96.1193	96	0.340937
S	CP006704.1	CIRCULAR	3714568	3714794	6062703	JBFYGN010000013.1	38603	38820	GCA_041079535.1	Comamonas guangdongensis	77.3913	96	0.0037442
-	CP006704.1	CIRCULAR	3714795	3724951	6062703	UFXL01000001.1	3531999	3542133	GCA_900461225.1	Comamonas testosteroni	94.8814	96	0.167533
-	CP006704.1	CIRCULAR	3725005	3733093	6062703	UFXL01000001.1	3542268	3550358	GCA_900461225.1	Comamonas testosteroni	94.5212	96	0.133422
S	CP006704.1	CIRCULAR	3733185	3737536	6062703	JAANES010000001.1	393255	397606	GCA_018292285.1	Comamonas brasiliensis	93.2848	96	0.0717832
S	CP006704.1	CIRCULAR	3737537	3738543	6062703	JAANES010000006.1	179846	180852	GCA_018292285.1	Comamonas brasiliensis	93.2848	96	0.0166098
-	CP006704.1	CIRCULAR	3738544	3751258	6062703	UFXL01000001.1	3569962	3582682	GCA_900461225.1	Comamonas testosteroni	92.3921	96	0.209725
S	CP006704.1	CIRCULAR	3751259	3754000	6062703	JAANES010000006.1	193372	196146	GCA_018292285.1	Comamonas brasiliensis	92.6323	96	0.0452274
-	CP006704.1	CIRCULAR	3754001	3762928	6062703	UFXL01000001.1	3582769	3591720	GCA_900461225.1	Comamonas testosteroni	94.9743	96	0.147261
S	CP006704.1	CIRCULAR	3762929	3790595	6062703	JAANES010000006.1	205193	232842	GCA_018292285.1	Comamonas brasiliensis	96.3642	96	0.456348
T	CP006704.1	CIRCULAR	3790634	3792117	6062703	CP160388.1	893593	895082	GCA_040732315.1	Alicycliphilus soli	93.9175	96	0.0244775
T	CP006704.1	CIRCULAR	3792118	3792976	6062703	CP160388.1	895905	896764	GCA_040732315.1	Alicycliphilus soli	93.9175	96	0.0141686
S	CP006704.1	CIRCULAR	3799394	3799780	6062703	CP125947.1	3660576	3660963	GCA_030064165.1	Comamonas resistens	91.0026	96	0.00638329
T	CP006704.1	CIRCULAR	3799787	3800739	6062703	CP002657.1	2261750	2262704	GCA_000204645.1	Alicycliphilus denitrificans	87.0699	96	0.0157191
T	CP006704.1	CIRCULAR	3800740	3802559	6062703	CP027792.1	2471201	2473020	GCA_003013695.1	Pulveribacter suum	91.1636	96	0.0300196
T	CP006704.1	CIRCULAR	3802560	3803072	6062703	CP016278.1	803986	804500	GCA_002214645.1	Diaphorobacter nitroreducens	87.2093	96	0.00846157
T	CP006704.1	CIRCULAR	3803073	3804143	6062703	CP021361.1	3275759	3276832	GCA_002157145.1	Acidovorax carolinensis	90.8163	96	0.0176654
T	CP006704.1	CIRCULAR	3804200	3805421	6062703	CP021361.1	3272171	3273393	GCA_002157145.1	Acidovorax carolinensis	89.5037	96	0.020156
S	CP006704.1	CIRCULAR	3805422	3805998	6062703	CP125947.1	3651284	3651854	GCA_030064165.1	Comamonas resistens	78.6575	96	0.00951721
T	CP006704.1	CIRCULAR	3805999	3807482	6062703	CP141273.1	262244	263729	GCA_040267515.1	Delftia lacustris	84.3189	96	0.0244775
T	CP006704.1	CIRCULAR	3807483	3807707	6062703	JQKD01000105.1	92	316	GCA_000745855.1	Xenophilus azovorans	96.4444	96	0.00371122
T	CP006704.1	CIRCULAR	3807734	3826879	6062703	CP021361.1	3250642	3269795	GCA_002157145.1	Acidovorax carolinensis	96.3623	96	0.3158
T	CP006704.1	CIRCULAR	3826880	3827222	6062703	CP141273.1	283183	283516	GCA_040267515.1	Delftia lacustris	87.7551	96	0.00565754
T	CP006704.1	CIRCULAR	3827223	3828313	6062703	JBHSIH010000001.1	2000299	2001389	GCA_042653485.1	Delftia deserti	86.9406	96	0.0179953
T	CP006704.1	CIRCULAR	3828314	3831797	6062703	CP141273.1	284608	288103	GCA_040267515.1	Delftia lacustris	89.2745	96	0.0574661
T	CP006704.1	CIRCULAR	3831798	3832133	6062703	CP021361.1	3245394	3245725	GCA_002157145.1	Acidovorax carolinensis	89.2857	96	0.00554208
S	CP006704.1	CIRCULAR	3832148	3844887	6062703	JAANES010000006.1	242005	254725	GCA_018292285.1	Comamonas brasiliensis	96.713	96	0.210137
S	CP006704.1	CIRCULAR	3844980	3851036	6062703	JAANES010000006.1	254845	260913	GCA_018292285.1	Comamonas brasiliensis	96.8374	96	0.0999059
S	CP006704.1	CIRCULAR	3851460	3872979	6062703	JAANES010000006.1	261298	282836	GCA_018292285.1	Comamonas brasiliensis	96.4264	96	0.354957
S	CP006704.1	CIRCULAR	3872983	3873114	6062703	JABBCQ020000034.1	4101	4232	GCA_012844455.2	Comamonas suwonensis	99.2424	96	0.00217725
-	CP006704.1	CIRCULAR	3884037	3885263	6062703	UFXL01000001.1	3824047	3825273	GCA_900461225.1	Comamonas testosteroni	93.3985	96	0.0202385
-	CP006704.1	CIRCULAR	3885362	3886250	6062703	UFXL01000001.1	2435795	2436677	GCA_900461225.1	Comamonas testosteroni	87.0787	96	0.0146634
S	CP006704.1	CIRCULAR	3886266	3889377	6062703	CBCSIW010000035.1	7912	11006	GCA_965139575.1	Comamonas aquatilis	88.5356	96	0.0513302
-	CP006704.1	CIRCULAR	3889633	3891373	6062703	UFXL01000001.1	2250082	2251837	GCA_900461225.1	Comamonas testosteroni	86.9244	96	0.0287166
-	CP006704.1	CIRCULAR	3892987	3893885	6062703	UFXL01000001.1	2133282	2134178	GCA_900461225.1	Comamonas testosteroni	91.7686	96	0.0148284
S	CP006704.1	CIRCULAR	3894102	3894837	6062703	LIOM01000014.1	5830	6566	GCA_001418295.1	Comamonas thiooxydans	88.814	96	0.0121398
S	CP006704.1	CIRCULAR	3895080	3895909	6062703	JAANES010000006.1	325001	325825	GCA_018292285.1	Comamonas brasiliensis	88.4337	96	0.0136903
S	CP006704.1	CIRCULAR	3896522	3896811	6062703	JAANES010000001.1	1270877	1271167	GCA_018292285.1	Comamonas brasiliensis	87.9725	96	0.00478334
S	CP006704.1	CIRCULAR	3896954	3898323	6062703	JAANES010000006.1	326895	328265	GCA_018292285.1	Comamonas brasiliensis	94.3918	96	0.0225972
S	CP006704.1	CIRCULAR	3898324	3899031	6062703	LIOM01000021.1	47658	48365	GCA_001418295.1	Comamonas thiooxydans	85.5932	96	0.011678
S	CP006704.1	CIRCULAR	3899046	3900685	6062703	JAANES010000006.1	330963	332605	GCA_018292285.1	Comamonas brasiliensis	91.4945	96	0.0270506
S	CP006704.1	CIRCULAR	3900840	3903354	6062703	JAANES010000006.1	332606	335119	GCA_018292285.1	Comamonas brasiliensis	95.3119	96	0.0414831
S	CP006704.1	CIRCULAR	3903491	3904286	6062703	JAANES010000006.1	335120	335915	GCA_018292285.1	Comamonas brasiliensis	95.9849	96	0.0131295
-	CP006704.1	CIRCULAR	3904554	3906222	6062703	UFXL01000001.1	2019152	2020840	GCA_900461225.1	Comamonas testosteroni	88.3363	96	0.027529
S	CP006704.1	CIRCULAR	3906223	3906860	6062703	JAANES010000006.1	336120	336771	GCA_018292285.1	Comamonas brasiliensis	91.5773	96	0.0105234
S	CP006704.1	CIRCULAR	3907013	3909842	6062703	JAANES010000006.1	336837	339704	GCA_018292285.1	Comamonas brasiliensis	92.599	96	0.0466788
S	CP006704.1	CIRCULAR	3910564	3928982	6062703	JAANES010000006.1	340657	359063	GCA_018292285.1	Comamonas brasiliensis	95.6522	96	0.303808
-	CP006704.1	CIRCULAR	3928983	3929147	6062703	UFXL01000001.1	2266344	2266508	GCA_900461225.1	Comamonas testosteroni	96.9697	96	0.00272156
S	CP006704.1	CIRCULAR	3929148	3929316	6062703	JAANES010000006.1	359229	359395	GCA_018292285.1	Comamonas brasiliensis	88.8235	96	0.00278754
-	CP006704.1	CIRCULAR	3929317	3930102	6062703	UFXL01000001.1	3687693	3688476	GCA_900461225.1	Comamonas testosteroni	92.2392	96	0.0129645
S	CP006704.1	CIRCULAR	3930103	3930650	6062703	JAANES010000006.1	360182	360737	GCA_018292285.1	Comamonas brasiliensis	89.9821	96	0.00903887
-	CP006704.1	CIRCULAR	3930651	3936279	6062703	UFXL01000001.1	3691576	3697200	GCA_900461225.1	Comamonas testosteroni	89.9663	96	0.0928464
S	CP006704.1	CIRCULAR	3936280	3938799	6062703	JAANES010000006.1	366364	368883	GCA_018292285.1	Comamonas brasiliensis	94.0967	96	0.0415656
S	CP006704.1	CIRCULAR	3943088	3943389	6062703	JAANES010000006.1	369806	370107	GCA_018292285.1	Comamonas brasiliensis	95.0331	96	0.00498128
S	CP006704.1	CIRCULAR	3958112	3960959	6062703	JAANES010000005.1	378309	381141	GCA_018292285.1	Comamonas brasiliensis	95.1896	96	0.0469757
-	CP006704.1	CIRCULAR	3960960	3981428	6062703	UFXL01000001.1	3711506	3731994	GCA_900461225.1	Comamonas testosteroni	92.4446	96	0.337622
-	CP006704.1	CIRCULAR	3981524	3984961	6062703	UFXL01000001.1	3732107	3735545	GCA_900461225.1	Comamonas testosteroni	89.2111	96	0.0567074
-	CP006704.1	CIRCULAR	3984990	3988553	6062703	UFXL01000001.1	3735605	3739198	GCA_900461225.1	Comamonas testosteroni	87.0478	96	0.0587857
-	CP006704.1	CIRCULAR	3988614	4009838	6062703	UFXL01000001.1	3739229	3760488	GCA_900461225.1	Comamonas testosteroni	90.4849	96	0.350091
-	CP006704.1	CIRCULAR	4009930	4010291	6062703	UFXL01000001.1	3760833	3761193	GCA_900461225.1	Comamonas testosteroni	90.3315	96	0.00597093
S	CP006704.1	CIRCULAR	4010292	4010614	6062703	JAANES010000005.1	328753	329073	GCA_018292285.1	Comamonas brasiliensis	91.0217	96	0.00532766
-	CP006704.1	CIRCULAR	4010615	4019341	6062703	UFXL01000001.1	3761396	3770143	GCA_900461225.1	Comamonas testosteroni	90.8946	96	0.143946
S	CP006704.1	CIRCULAR	4019342	4019443	6062703	JAANES010000005.1	319929	320021	GCA_018292285.1	Comamonas brasiliensis	81.3725	96	0.00168242
-	CP006704.1	CIRCULAR	4019444	4027060	6062703	UFXL01000001.1	3908975	3916578	GCA_900461225.1	Comamonas testosteroni	93.8615	96	0.125637
-	CP006704.1	CIRCULAR	4027142	4034559	6062703	UFXL01000001.1	3916788	3924173	GCA_900461225.1	Comamonas testosteroni	91.8356	96	0.122355
S	CP006704.1	CIRCULAR	4034560	4053510	6062703	JAANES010000005.1	286384	305335	GCA_018292285.1	Comamonas brasiliensis	96.6421	96	0.312583
S	CP006704.1	CIRCULAR	4053602	4104136	6062703	JAANES010000005.1	235846	286383	GCA_018292285.1	Comamonas brasiliensis	97.2385	96	0.833539
-	CP006704.1	CIRCULAR	4104137	4104250	6062703	AHIL01000028.1	26072	26180	GCA_000241525.2	Comamonas testosteroni	70.4348	96	0.00188035
S	CP006704.1	CIRCULAR	4106150	4189250	6062703	JAANES010000005.1	152201	235316	GCA_018292285.1	Comamonas brasiliensis	96.5866	96	1.37069
-	CP006704.1	CIRCULAR	4189251	4189409	6062703	UFXL01000001.1	4075873	4076019	GCA_900461225.1	Comamonas testosteroni	76.2195	96	0.00262259
S	CP006704.1	CIRCULAR	4189410	4224317	6062703	JAANES010000005.1	117245	152200	GCA_018292285.1	Comamonas brasiliensis	96.9015	96	0.575783
S	CP006704.1	CIRCULAR	4224318	4229261	6062703	LIOM01000007.1	208306	213247	GCA_001418295.1	Comamonas thiooxydans	95.5299	96	0.0815478
S	CP006704.1	CIRCULAR	4229278	4232481	6062703	JAANES010000005.1	114037	117237	GCA_018292285.1	Comamonas brasiliensis	96.447	96	0.0528477
S	CP006704.1	CIRCULAR	4232482	4238155	6062703	JAANES010000005.1	108277	113965	GCA_018292285.1	Comamonas brasiliensis	96.447	96	0.0935886
S	CP006704.1	CIRCULAR	4238156	4238391	6062703	CP125947.1	3554711	3554937	GCA_030064165.1	Comamonas resistens	70.0422	96	0.00389265
S	CP006704.1	CIRCULAR	4238392	4258304	6062703	JAANES010000005.1	88119	108037	GCA_018292285.1	Comamonas brasiliensis	95.3452	96	0.328451
-	CP006704.1	CIRCULAR	4258305	4273899	6062703	UFXL01000001.1	4161095	4176686	GCA_900461225.1	Comamonas testosteroni	96.095	96	0.257229
S	CP006704.1	CIRCULAR	4273900	4274714	6062703	JAANES010000005.1	71691	72504	GCA_018292285.1	Comamonas brasiliensis	95.4601	96	0.0134428
S	CP006704.1	CIRCULAR	4274814	4282941	6062703	JAANES010000005.1	60836	68959	GCA_018292285.1	Comamonas brasiliensis	96.0507	96	0.134066
S	CP006704.1	CIRCULAR	4283196	4284215	6062703	JAANES010000007.1	28392	29400	GCA_018292285.1	Comamonas brasiliensis	92.8876	96	0.0168242
S	CP006704.1	CIRCULAR	4284216	4287187	6062703	JAANES010000007.1	29585	32555	GCA_018292285.1	Comamonas brasiliensis	92.8876	96	0.049021
S	CP006704.1	CIRCULAR	4287464	4287779	6062703	JAANES010000007.1	32556	32856	GCA_018292285.1	Comamonas brasiliensis	76.2658	96	0.0052122
-	CP006704.1	CIRCULAR	4287780	4288917	6062703	UFXL01000001.1	3810725	3811863	GCA_900461225.1	Comamonas testosteroni	92.807	96	0.0187705
S	CP006704.1	CIRCULAR	4290229	4294378	6062703	JAANES010000005.1	55538	59683	GCA_018292285.1	Comamonas brasiliensis	95.5443	96	0.0684513
S	CP006704.1	CIRCULAR	4298652	4298795	6062703	JAANES010000005.1	55289	55432	GCA_018292285.1	Comamonas brasiliensis	89.6552	96	0.00237518
-	CP006704.1	CIRCULAR	4298796	4313165	6062703	UFXL01000001.1	4188215	4202565	GCA_900461225.1	Comamonas testosteroni	92.0066	96	0.237023
S	CP006704.1	CIRCULAR	4324819	4332896	6062703	JAANES010000005.1	19851	27938	GCA_018292285.1	Comamonas brasiliensis	87.4521	96	0.133241
-	CP006704.1	CIRCULAR	4333031	4353273	6062703	UFXL01000001.1	4204020	4224278	GCA_900461225.1	Comamonas testosteroni	92.5846	96	0.333894
-	CP006704.1	CIRCULAR	4353274	4354132	6062703	AHIL01000034.1	1	859	GCA_000241525.2	Comamonas testosteroni	96.9732	96	0.0141686
-	CP006704.1	CIRCULAR	4354133	4358358	6062703	UFXL01000001.1	4225138	4229381	GCA_900461225.1	Comamonas testosteroni	91.0761	96	0.0697049
S	CP006704.1	CIRCULAR	4358359	4358475	6062703	JAANES010000007.1	316900	317016	GCA_018292285.1	Comamonas brasiliensis	93.1624	96	0.00192983
-	CP006704.1	CIRCULAR	4358476	4361767	6062703	UFXL01000001.1	4229404	4232692	GCA_900461225.1	Comamonas testosteroni	92.569	96	0.0542992
S	CP006704.1	CIRCULAR	4361768	4365576	6062703	JAANES010000007.1	307864	311673	GCA_018292285.1	Comamonas brasiliensis	96.2467	96	0.0628268
-	CP006704.1	CIRCULAR	4365665	4374656	6062703	UFXL01000001.1	4238457	4247508	GCA_900461225.1	Comamonas testosteroni	94.8257	96	0.148317
-	CP006704.1	CIRCULAR	4374726	4376036	6062703	UFXL01000001.1	4248167	4249473	GCA_900461225.1	Comamonas testosteroni	95.881	96	0.021624
S	CP006704.1	CIRCULAR	4376077	4415078	6062703	JAANES010000007.1	258392	297360	GCA_018292285.1	Comamonas brasiliensis	97.0355	96	0.64331
S	CP006704.1	CIRCULAR	4415166	4431708	6062703	JAANES010000007.1	230300	246835	GCA_018292285.1	Comamonas brasiliensis	96.2482	96	0.272865
S	CP006704.1	CIRCULAR	4431863	4432183	6062703	JAANES010000007.1	229907	230227	GCA_018292285.1	Comamonas brasiliensis	97.5078	96	0.00529467
S	CP006704.1	CIRCULAR	4432243	4464016	6062703	JAANES010000007.1	198054	229809	GCA_018292285.1	Comamonas brasiliensis	97.034	96	0.52409
-	CP006704.1	CIRCULAR	4464017	4465559	6062703	UFXL01000001.1	4371404	4372948	GCA_900461225.1	Comamonas testosteroni	96.0569	96	0.0254507
S	CP006704.1	CIRCULAR	4465560	4487630	6062703	JAANES010000007.1	174467	196513	GCA_018292285.1	Comamonas brasiliensis	96.8884	96	0.364046
S	CP006704.1	CIRCULAR	4488306	4489243	6062703	CBCSIW010000002.1	181214	182166	GCA_965139575.1	Comamonas aquatilis	82.0166	96	0.0154716
-	CP006704.1	CIRCULAR	4493360	4495214	6062703	UFXL01000001.1	2129279	2131147	GCA_900461225.1	Comamonas testosteroni	91.4059	96	0.0305969
-	CP006704.1	CIRCULAR	4495215	4495739	6062703	UFXL01000001.1	2128391	2128915	GCA_900461225.1	Comamonas testosteroni	91.4059	96	0.0086595
S	CP006704.1	CIRCULAR	4495740	4495954	6062703	LIOM01000012.1	140670	140885	GCA_001418295.1	Comamonas thiooxydans	82.8704	96	0.00354627
S	CP006704.1	CIRCULAR	4498369	4498686	6062703	LIOM01000008.1	1399	1717	GCA_001418295.1	Comamonas thiooxydans	86.875	96	0.00524519
S	CP006704.1	CIRCULAR	4500106	4501379	6062703	CBCSIW010000015.1	104164	105432	GCA_965139575.1	Comamonas aquatilis	81.7969	96	0.0210137
S	CP006704.1	CIRCULAR	4501380	4543344	6062703	JAANES010000007.1	132563	174466	GCA_018292285.1	Comamonas brasiliensis	96.1006	96	0.692183
-	CP006704.1	CIRCULAR	4543345	4548184	6062703	UFXL01000001.1	4440982	4445820	GCA_900461225.1	Comamonas testosteroni	93.9963	96	0.0798324
S	CP006704.1	CIRCULAR	4548185	4548382	6062703	JBFYGN010000002.1	197750	197954	GCA_041079535.1	Comamonas guangdongensis	72.7273	96	0.00326587
S	CP006704.1	CIRCULAR	4548383	4552028	6062703	JBHUMV010000013.1	46133	49773	GCA_042685145.1	Comamonas terrae	88.722	96	0.0601382
S	CP006704.1	CIRCULAR	4552029	4553272	6062703	JBFYGN010000002.1	191792	193035	GCA_041079535.1	Comamonas guangdongensis	88.3013	96	0.0205189
S	CP006704.1	CIRCULAR	4553273	4555026	6062703	JAANES010000007.1	124432	126185	GCA_018292285.1	Comamonas brasiliensis	96.0684	96	0.028931
-	CP006704.1	CIRCULAR	4555027	4555145	6062703	UFXL01000001.1	4448950	4449069	GCA_900461225.1	Comamonas testosteroni	93.3333	96	0.00196282
S	CP006704.1	CIRCULAR	4555146	4615491	6062703	JAANES010000007.1	63906	124301	GCA_018292285.1	Comamonas brasiliensis	96.4985	96	0.995365
-	CP006704.1	CIRCULAR	4615492	4620248	6062703	UFXL01000001.1	4521159	4525926	GCA_900461225.1	Comamonas testosteroni	96.5192	96	0.0784634
S	CP006704.1	CIRCULAR	4620249	4620414	6062703	JAANES010000007.1	58982	59147	GCA_018292285.1	Comamonas brasiliensis	89.1566	96	0.00273805
-	CP006704.1	CIRCULAR	4620415	4622611	6062703	AHIL01000010.1	1	2197	GCA_000241525.2	Comamonas testosteroni	96.607	96	0.036238
-	CP006704.1	CIRCULAR	4622612	4623597	6062703	AHIL01000018.1	1	986	GCA_000241525.2	Comamonas testosteroni	96.607	96	0.0162634
